provider,region,instance_type,vcpu,ram_gb,instance_count,monthly_hours,storage_gb,egress_gb,managed_db,load_balancer,avg_cpu_util,monthly_cost
AWS,ap-southeast-1,m6i.2xlarge,8,32,5,306.5,2832.0,15720.0,0,1,37.1,2264.29
GCP,asia-southeast1,e2-standard-2,2,8,8,422.4,2324.0,11.1,1,0,30.7,514.03
GCP,asia-southeast1,e2-medium,2,4,20,246.6,1087.6,13679.3,0,0,8.1,1387.12
Azure,uksouth,D4s_v5,4,16,6,463.9,1660.5,3586.7,1,1,54.7,1084.52
Azure,eastus,D2s_v5,2,8,2,367.1,2835.0,19566.1,1,0,66.7,1909.06
AWS,eu-west-2,m6i.2xlarge,8,32,19,622.8,2213.4,17947.3,0,1,56.6,6480.85
Azure,eastus,B2ms,2,8,14,564.8,2609.4,1247.0,0,1,27.2,975.44
Azure,eastus,D16s_v5,16,64,14,203.4,660.4,105.5,1,0,53.7,2408.68
GCP,europe-west2,n2-standard-4,4,16,12,518.8,2200.0,6719.8,0,1,24.8,2148.6
AWS,eu-west-2,m6i.4xlarge,16,64,14,302.4,2902.0,2325.0,1,1,25.5,3987.19
GCP,us-central1,n2-standard-4,4,16,3,437.5,149.8,19406.8,0,1,22.2,1761.09
Azure,southeastasia,D16s_v5,16,64,6,263.7,2153.0,5527.9,1,1,72.6,2140.97
GCP,europe-west2,e2-medium,2,4,1,247.9,2393.5,10443.1,0,0,49.8,1063.62
GCP,asia-southeast1,e2-standard-2,2,8,19,395.9,2620.8,408.7,1,1,72.9,902.67
GCP,europe-west2,n2-standard-4,4,16,14,578.4,147.8,18603.2,1,0,17.8,3238.14
AWS,eu-west-2,t3.large,2,8,18,196.3,2678.0,14765.2,1,1,57.7,1881.57
AWS,us-east-1,m6i.large,2,8,9,539.3,3545.1,8377.2,0,1,68.6,1522.1
AWS,eu-west-2,m6i.4xlarge,16,64,13,673.7,2412.0,12012.9,0,1,48.8,8473.66
Azure,uksouth,D4s_v5,4,16,8,264.1,3053.7,9131.8,0,1,50.4,1479.12
Azure,southeastasia,D16s_v5,16,64,20,434.6,3891.9,6520.3,1,0,52.3,8843.68
Azure,southeastasia,D8s_v5,8,32,20,572.4,619.8,4186.9,0,1,50.8,5644.24
GCP,asia-southeast1,n2-standard-4,4,16,6,597.6,1540.6,18025.7,0,1,5.8,2393.32
GCP,europe-west2,e2-standard-2,2,8,11,660.8,156.7,6457.8,0,0,50.2,1078.51
Azure,eastus,D16s_v5,16,64,1,689.7,3239.2,14024.6,0,0,74.9,1958.35
AWS,us-east-1,t3.large,2,8,8,669.6,3406.1,14199.1,1,0,25.8,1955.01
GCP,europe-west2,e2-medium,2,4,18,378.1,2423.0,14182.2,1,1,68.0,1702.07
GCP,europe-west2,n2-standard-4,4,16,18,253.1,2287.5,16003.5,1,0,43.5,2486.52
AWS,us-east-1,t3.large,2,8,15,353.3,1686.3,2290.8,1,1,7.4,856.68
AWS,ap-southeast-1,t3.medium,2,4,4,728.3,538.3,12548.3,1,1,81.9,1365.08
GCP,europe-west2,n2-standard-2,2,8,2,326.1,1120.4,8687.6,0,1,34.5,902.99
Azure,southeastasia,D16s_v5,16,64,8,209.5,1473.5,19355.7,0,1,31.9,3265.39
GCP,us-central1,e2-medium,2,4,3,506.1,1979.3,14324.7,1,1,60.4,1432.26
GCP,us-central1,e2-standard-2,2,8,1,703.9,3157.9,2284.0,0,1,77.3,489.79
GCP,europe-west2,n2-standard-4,4,16,16,235.7,3632.9,2872.8,0,1,20.5,1350.76
Azure,southeastasia,D4s_v5,4,16,8,513.2,2507.8,16570.4,0,1,34.4,2493.87
GCP,asia-southeast1,n2-standard-2,2,8,12,381.0,1386.4,4548.3,0,1,80.1,1011.36
Azure,uksouth,D8s_v5,8,32,4,218.7,1537.8,15152.9,0,1,26.2,1794.36
Azure,southeastasia,D16s_v5,16,64,8,430.1,2269.9,1239.3,1,0,8.8,3425.8
AWS,ap-southeast-1,t3.medium,2,4,5,253.5,3698.9,2517.9,0,0,5.3,594.25
AWS,eu-west-2,t3.medium,2,4,8,283.0,2372.8,3412.6,0,0,25.6,615.61
GCP,us-central1,n2-standard-16,16,64,1,188.3,1598.6,9780.8,1,1,17.6,1180.44
GCP,europe-west2,n2-standard-16,16,64,20,490.4,1521.7,12527.3,1,0,38.4,9508.61
Azure,southeastasia,D2s_v5,2,8,11,494.9,2815.5,2212.9,0,1,26.1,1069.32
Azure,uksouth,D16s_v5,16,64,10,648.6,2096.9,14893.6,0,1,69.9,7215.61
Azure,southeastasia,D2s_v5,2,8,6,723.1,841.7,18291.1,0,0,57.7,2006.38
Azure,uksouth,D2s_v5,2,8,6,659.8,1563.3,9733.9,0,1,79.0,1393.41
GCP,europe-west2,n2-standard-8,8,32,1,514.7,1927.8,15733.5,1,1,82.4,1753.08
Azure,uksouth,B2ms,2,8,2,702.2,3659.4,10333.9,1,0,85.3,1352.74
Azure,eastus,B2ms,2,8,13,428.0,840.1,13629.0,0,1,78.3,1653.66
AWS,ap-southeast-1,t3.large,2,8,17,722.5,836.2,3202.4,0,1,20.1,1550.1
Azure,uksouth,D8s_v5,8,32,7,631.3,639.1,7706.0,1,1,41.9,2691.72
AWS,us-east-1,t3.medium,2,4,2,527.8,1904.5,7465.7,1,0,26.4,909.76
Azure,southeastasia,B2ms,2,8,5,727.9,1691.0,10654.3,1,0,30.4,1442.89
GCP,us-central1,n2-standard-2,2,8,11,598.2,1894.1,12866.3,0,1,24.6,1850.27
GCP,us-central1,e2-medium,2,4,15,332.9,2535.5,2965.8,0,0,47.1,611.55
AWS,ap-southeast-1,m6i.xlarge,4,16,18,353.2,1845.1,6810.8,1,1,17.8,2284.36
GCP,europe-west2,e2-standard-2,2,8,6,219.5,2050.7,3062.7,1,0,57.9,586.62
AWS,ap-southeast-1,t3.large,2,8,5,628.9,655.0,13967.4,0,0,14.4,1556.16
Azure,eastus,D4s_v5,4,16,9,617.6,3962.6,17466.2,1,1,63.4,2864.51
AWS,eu-west-2,m6i.large,2,8,14,693.0,1251.8,2566.8,0,0,86.5,1315.92
AWS,ap-southeast-1,t3.large,2,8,8,537.2,3452.2,6949.5,1,0,7.3,1409.65
Azure,eastus,D2s_v5,2,8,13,713.7,338.1,86.9,1,0,92.5,1010.04
GCP,asia-southeast1,e2-medium,2,4,15,595.1,417.3,4702.4,0,1,51.9,750.76
Azure,uksouth,D2s_v5,2,8,9,301.7,206.3,19803.4,1,1,42.6,1950.37
GCP,asia-southeast1,n2-standard-16,16,64,16,370.5,2509.3,10860.0,0,0,24.6,6232.85
AWS,ap-southeast-1,m6i.2xlarge,8,32,11,723.3,2953.1,8998.6,1,0,87.4,4617.36
GCP,asia-southeast1,n2-standard-2,2,8,12,252.9,1021.3,7663.9,1,0,12.1,1150.83
Azure,uksouth,D16s_v5,16,64,17,234.5,1343.8,13942.1,0,1,46.6,4612.36
GCP,europe-west2,e2-medium,2,4,7,264.7,3812.3,16192.2,1,0,27.7,1704.57
AWS,eu-west-2,t3.large,2,8,11,703.4,3241.3,2598.5,0,0,53.7,1207.07
Azure,eastus,D16s_v5,16,64,5,729.4,1758.4,10376.5,0,1,12.3,4014.87
AWS,us-east-1,m6i.4xlarge,16,64,10,263.5,921.7,10746.2,0,1,24.4,3119.21
AWS,ap-southeast-1,t3.large,2,8,11,515.3,87.5,17336.1,0,0,91.7,1936.04
AWS,us-east-1,m6i.xlarge,4,16,16,497.8,432.1,5408.5,1,0,76.6,2087.49
Azure,southeastasia,D16s_v5,16,64,16,519.1,3424.0,4572.2,1,0,77.9,8455.8
AWS,ap-southeast-1,m6i.4xlarge,16,64,12,311.3,938.0,8911.8,0,1,11.1,4267.54
AWS,ap-southeast-1,m6i.large,2,8,17,315.5,2547.4,5394.4,0,0,23.7,1266.97
Azure,southeastasia,D16s_v5,16,64,9,684.8,3126.4,10422.7,1,1,34.7,6823.09
AWS,eu-west-2,m6i.4xlarge,16,64,13,699.9,603.3,14832.7,0,0,81.1,8859.68
Azure,uksouth,D4s_v5,4,16,2,340.3,2062.9,146.0,1,1,15.8,390.58
AWS,us-east-1,t3.medium,2,4,3,267.0,2681.5,13026.8,0,0,83.7,1357.92
Azure,eastus,D8s_v5,8,32,15,715.5,3839.3,10088.7,0,1,18.4,5368.52
GCP,asia-southeast1,n2-standard-2,2,8,4,450.0,3183.8,16015.6,0,1,43.9,1764.86
AWS,eu-west-2,m6i.xlarge,4,16,14,335.8,303.9,7757.2,0,1,33.7,1707.09
Azure,eastus,D16s_v5,16,64,9,568.7,612.5,17310.7,0,1,7.1,5478.3
GCP,us-central1,n2-standard-8,8,32,6,710.6,550.5,5686.6,0,1,43.4,2171.61
Azure,eastus,D4s_v5,4,16,3,303.8,3848.8,12868.5,1,0,40.8,1606.85
Azure,southeastasia,B2ms,2,8,4,604.6,109.6,5662.9,0,1,83.6,737.14
AWS,eu-west-2,m6i.4xlarge,16,64,8,680.1,3692.4,17337.3,1,0,32.6,6341.03
AWS,ap-southeast-1,m6i.large,2,8,6,213.0,2757.2,18985.0,0,1,6.3,1980.86
AWS,us-east-1,m6i.4xlarge,16,64,19,337.3,1414.3,15919.9,0,0,80.5,6447.29
Azure,southeastasia,D16s_v5,16,64,14,519.3,81.7,9109.1,1,0,5.9,7496.17
Azure,eastus,D4s_v5,4,16,20,628.4,3035.5,14257.6,1,1,76.9,3984.38
Azure,uksouth,D2s_v5,2,8,17,313.0,2201.3,5829.7,1,1,54.8,1318.39
GCP,us-central1,n2-standard-8,8,32,7,357.0,1149.8,12466.5,1,0,30.4,2128.2
AWS,us-east-1,t3.large,2,8,10,574.2,714.0,7599.3,1,1,86.8,1314.59
Azure,southeastasia,B2ms,2,8,15,339.6,1883.5,14815.6,1,1,25.2,1959.1
Azure,southeastasia,D2s_v5,2,8,20,239.3,568.0,4058.2,1,1,12.9,1007.05
Azure,eastus,D16s_v5,16,64,16,473.3,2988.6,3534.0,1,0,12.7,6555.46
Azure,eastus,D2s_v5,2,8,19,491.6,2209.0,6409.2,0,1,46.8,1622.78
Azure,uksouth,B2ms,2,8,15,338.1,973.4,14504.4,1,0,80.0,1783.01
Azure,southeastasia,D2s_v5,2,8,16,194.0,3845.3,15227.0,0,0,11.8,1971.72
Azure,uksouth,D2s_v5,2,8,20,641.7,1738.1,6926.2,0,1,89.4,2158.44
AWS,us-east-1,m6i.2xlarge,8,32,20,473.0,541.8,7599.1,0,1,60.3,4374.98
GCP,asia-southeast1,n2-standard-2,2,8,13,456.1,3509.3,8050.0,0,1,49.1,1609.9
Azure,uksouth,D8s_v5,8,32,10,621.8,1685.5,12611.9,1,0,91.2,3925.22
AWS,us-east-1,m6i.4xlarge,16,64,1,520.5,597.8,9359.4,1,1,83.7,1352.97
Azure,uksouth,D16s_v5,16,64,15,327.2,2580.3,14965.5,0,1,11.4,5584.31
Azure,southeastasia,D16s_v5,16,64,12,597.1,3029.2,17272.3,1,0,92.0,8247.72
AWS,us-east-1,m6i.large,2,8,14,449.9,38.5,7094.3,0,0,79.6,1223.36
Azure,uksouth,D4s_v5,4,16,10,630.2,420.9,10369.2,0,0,64.0,2269.89
Azure,eastus,D4s_v5,4,16,1,363.6,1331.2,16952.5,1,1,26.4,1618.0
GCP,asia-southeast1,e2-standard-2,2,8,5,283.9,2027.8,8703.8,0,0,49.5,1010.29
GCP,europe-west2,e2-medium,2,4,14,351.9,3614.6,8763.5,0,0,79.5,1212.86
GCP,europe-west2,n2-standard-16,16,64,10,439.5,3124.2,6599.5,0,0,17.5,4610.4
GCP,asia-southeast1,e2-medium,2,4,8,359.2,885.5,1087.9,0,0,64.4,265.96
Azure,eastus,D4s_v5,4,16,11,366.3,2574.3,8103.2,0,0,68.0,1691.85
Azure,uksouth,D8s_v5,8,32,11,628.2,3634.8,19981.9,0,0,41.0,4859.72
AWS,us-east-1,t3.medium,2,4,15,706.8,3441.3,17572.4,1,0,62.5,2223.74
Azure,eastus,D2s_v5,2,8,1,348.4,2820.3,18897.0,0,1,46.9,1742.74
Azure,southeastasia,B2ms,2,8,15,263.4,2111.9,17202.7,1,0,84.2,1987.89
AWS,ap-southeast-1,m6i.2xlarge,8,32,3,472.2,1918.2,636.8,1,0,29.8,882.32
GCP,europe-west2,n2-standard-8,8,32,17,242.8,1149.7,13700.8,1,1,12.7,3030.7
Azure,uksouth,D16s_v5,16,64,18,304.8,2904.3,6033.6,0,1,13.6,5284.89
GCP,europe-west2,n2-standard-8,8,32,5,251.3,490.6,17580.6,0,0,30.9,1973.8
Azure,southeastasia,B2ms,2,8,18,644.0,2667.0,8150.4,0,0,84.0,2038.62
Azure,eastus,D4s_v5,4,16,5,502.9,415.3,7524.6,0,1,82.9,1210.45
AWS,us-east-1,m6i.xlarge,4,16,18,446.8,171.0,1858.5,0,1,27.3,1721.69
Azure,eastus,D4s_v5,4,16,1,637.2,3323.4,7893.4,1,0,66.1,1103.43
AWS,eu-west-2,m6i.4xlarge,16,64,15,320.7,1809.4,13718.0,1,0,71.5,5382.41
AWS,eu-west-2,m6i.4xlarge,16,64,12,284.0,2808.2,16385.6,1,0,89.7,4546.86
GCP,us-central1,n2-standard-2,2,8,20,380.8,1228.5,735.3,0,0,45.6,887.0
GCP,asia-southeast1,n2-standard-4,4,16,9,435.5,1920.4,1953.6,1,1,74.8,1250.19
GCP,asia-southeast1,e2-standard-2,2,8,12,266.3,1212.3,4677.2,1,0,15.5,799.88
Azure,eastus,D8s_v5,8,32,2,400.8,2338.4,1379.5,1,0,41.7,653.8
GCP,asia-southeast1,n2-standard-2,2,8,20,664.9,3106.2,7792.9,0,1,75.7,2400.56
Azure,uksouth,D8s_v5,8,32,14,350.6,3122.6,19678.2,1,1,54.3,4083.87
Azure,eastus,D2s_v5,2,8,9,588.3,3777.2,14507.6,0,1,13.8,2027.2
Azure,eastus,D16s_v5,16,64,13,653.4,1795.5,3440.9,1,1,33.1,7235.83
GCP,us-central1,n2-standard-16,16,64,10,370.4,3861.8,17128.3,1,0,48.2,4549.4
GCP,asia-southeast1,e2-standard-2,2,8,13,295.1,800.0,19346.0,0,1,55.8,1862.65
Azure,southeastasia,B2ms,2,8,19,249.2,1310.6,11365.5,1,0,90.3,1628.84
GCP,us-central1,n2-standard-8,8,32,18,583.7,2356.1,2607.8,1,0,63.4,4601.99
GCP,us-central1,e2-medium,2,4,10,455.3,2573.8,17142.3,0,1,30.3,1732.97
Azure,eastus,D16s_v5,16,64,3,352.2,3071.0,8264.4,0,0,11.8,1748.13
AWS,us-east-1,t3.large,2,8,3,335.5,424.4,13259.4,0,0,56.8,1242.14
AWS,us-east-1,m6i.2xlarge,8,32,16,670.8,2778.9,7117.5,0,1,14.7,5054.58
AWS,ap-southeast-1,m6i.2xlarge,8,32,13,319.9,400.6,2220.8,0,0,73.1,2025.37
Azure,eastus,D4s_v5,4,16,5,385.3,3173.6,5187.8,0,1,58.6,1099.19
GCP,us-central1,e2-medium,2,4,9,720.9,1404.5,14811.9,0,1,12.3,1548.53
GCP,asia-southeast1,n2-standard-2,2,8,2,377.7,522.3,8100.5,0,1,48.1,824.54
GCP,asia-southeast1,n2-standard-4,4,16,14,256.3,3819.6,15392.4,0,0,43.3,2304.96
Azure,southeastasia,D4s_v5,4,16,10,645.4,3855.9,12105.6,1,0,67.7,2947.16
GCP,europe-west2,n2-standard-4,4,16,14,406.9,3055.7,6278.1,0,1,18.2,2071.3
Azure,southeastasia,D16s_v5,16,64,12,645.6,2722.2,16343.8,1,0,38.1,8447.99
AWS,eu-west-2,m6i.xlarge,4,16,10,480.9,2982.3,5255.8,0,0,10.9,1737.74
GCP,europe-west2,n2-standard-4,4,16,18,251.3,1091.6,12518.5,0,0,61.6,2119.21
AWS,eu-west-2,m6i.4xlarge,16,64,7,513.4,643.4,19917.0,1,1,75.9,4912.25
AWS,eu-west-2,m6i.2xlarge,8,32,9,703.1,3155.8,4656.8,1,0,48.8,3457.66
AWS,us-east-1,m6i.large,2,8,6,374.5,3200.1,3796.5,0,1,34.4,849.91
GCP,europe-west2,e2-medium,2,4,3,663.0,2978.7,5739.5,0,0,43.0,791.07
Azure,southeastasia,B2ms,2,8,17,567.1,878.9,13884.9,1,1,83.7,2231.04
GCP,europe-west2,n2-standard-4,4,16,7,576.7,1993.8,699.0,0,0,25.0,1043.08
GCP,europe-west2,n2-standard-16,16,64,6,591.7,1777.1,15874.7,0,1,16.4,4534.26
AWS,us-east-1,m6i.xlarge,4,16,10,705.7,3291.4,16032.3,0,1,72.1,2928.63
GCP,us-central1,n2-standard-2,2,8,12,700.3,3004.7,1533.1,0,0,59.3,1171.38
AWS,us-east-1,m6i.2xlarge,8,32,7,349.6,2567.4,11757.4,1,1,51.7,2314.51
AWS,us-east-1,t3.medium,2,4,17,741.6,3003.9,8831.4,0,0,74.2,1547.97
AWS,ap-southeast-1,m6i.4xlarge,16,64,3,240.4,146.7,14290.5,1,0,64.9,1909.64
Azure,eastus,D8s_v5,8,32,15,195.3,3641.9,6172.7,1,1,60.0,2008.07
GCP,asia-southeast1,n2-standard-2,2,8,20,342.8,205.2,15587.6,1,1,86.7,2119.45
GCP,europe-west2,e2-standard-2,2,8,10,329.6,105.5,4617.5,1,1,79.8,732.97
GCP,asia-southeast1,e2-medium,2,4,15,702.3,1646.0,6054.2,1,1,34.4,1116.5
Azure,southeastasia,D4s_v5,4,16,13,597.2,290.9,10542.3,0,1,11.8,2630.41
Azure,southeastasia,B2ms,2,8,13,356.0,1517.2,912.1,1,0,20.4,703.45
AWS,ap-southeast-1,m6i.2xlarge,8,32,13,225.8,2375.5,12545.8,1,1,81.0,2614.73
Azure,eastus,D16s_v5,16,64,2,506.0,1520.1,1604.0,1,1,56.7,1117.22
AWS,us-east-1,t3.medium,2,4,19,591.0,2039.1,1267.0,1,0,22.0,803.46
Azure,southeastasia,D8s_v5,8,32,14,626.6,3645.9,7903.7,0,1,79.4,4940.0
Azure,southeastasia,D2s_v5,2,8,8,609.9,2422.9,4289.1,0,1,68.8,1117.9
AWS,us-east-1,m6i.2xlarge,8,32,6,318.2,3156.0,8013.0,0,1,35.1,1711.41
Azure,eastus,D8s_v5,8,32,1,433.4,3934.9,4930.6,1,0,84.7,953.93
AWS,ap-southeast-1,m6i.2xlarge,8,32,3,410.6,2357.6,5084.6,1,1,20.8,1281.79
Azure,southeastasia,D8s_v5,8,32,3,734.7,3011.0,3058.0,1,1,70.6,1592.1
GCP,asia-southeast1,e2-standard-2,2,8,15,664.8,1658.6,13220.8,0,0,16.8,1944.81
AWS,eu-west-2,m6i.2xlarge,8,32,8,465.3,3812.3,9063.3,1,1,86.1,2676.91
GCP,europe-west2,n2-standard-2,2,8,4,490.8,1857.6,7713.3,0,0,11.2,1003.87
Azure,southeastasia,D8s_v5,8,32,12,742.7,956.8,9927.3,0,1,8.5,4968.26
GCP,europe-west2,e2-standard-2,2,8,20,409.4,482.4,425.2,1,1,80.1,741.75
GCP,asia-southeast1,e2-medium,2,4,10,436.5,1274.0,2581.0,0,1,10.3,504.45
AWS,eu-west-2,m6i.large,2,8,16,702.4,1323.1,17414.4,1,1,46.2,2759.32
Azure,uksouth,B2ms,2,8,16,378.4,3685.8,1483.3,0,0,54.8,955.0
GCP,europe-west2,n2-standard-4,4,16,14,188.2,2691.6,13131.2,1,1,8.5,1952.06
Azure,southeastasia,D4s_v5,4,16,17,566.3,1480.1,7929.0,1,1,75.6,3050.61
AWS,ap-southeast-1,m6i.2xlarge,8,32,10,231.4,3677.6,5661.5,1,1,34.6,1863.69
Azure,uksouth,D2s_v5,2,8,1,218.6,3878.8,14279.8,0,1,88.9,1505.96
Azure,southeastasia,B2ms,2,8,11,193.0,1027.7,16774.8,1,0,70.8,1729.99
Azure,uksouth,D16s_v5,16,64,6,344.8,3347.5,8494.7,1,1,77.0,2785.84
AWS,us-east-1,m6i.large,2,8,3,249.9,2755.1,4789.8,1,0,34.0,781.89
GCP,europe-west2,e2-medium,2,4,7,519.2,252.9,9071.2,1,1,8.8,989.87
AWS,us-east-1,m6i.2xlarge,8,32,13,251.0,3837.7,19878.2,1,0,62.2,3287.73
AWS,eu-west-2,m6i.2xlarge,8,32,11,252.0,2309.2,11983.6,1,1,87.6,2562.1
AWS,us-east-1,m6i.large,2,8,4,324.2,3008.9,11545.0,0,0,93.0,1391.21
AWS,ap-southeast-1,m6i.large,2,8,17,262.3,1041.0,7985.9,0,1,60.3,1307.75
Azure,uksouth,D4s_v5,4,16,2,709.2,3356.5,9792.8,1,1,92.8,1491.78
GCP,us-central1,e2-medium,2,4,6,709.0,485.9,15477.8,1,0,13.7,1428.14
Azure,eastus,D8s_v5,8,32,15,719.0,2019.6,17753.8,0,1,13.5,6020.76
GCP,europe-west2,n2-standard-4,4,16,5,547.0,3103.7,11506.9,0,1,60.3,1827.7
Azure,eastus,D2s_v5,2,8,16,637.1,2078.1,2932.6,1,0,87.5,1482.04
Azure,southeastasia,D16s_v5,16,64,20,698.2,3743.0,10096.6,0,1,39.1,13624.08
AWS,ap-southeast-1,t3.large,2,8,3,302.2,868.7,12441.5,0,0,86.0,1241.43
GCP,asia-southeast1,e2-standard-2,2,8,4,335.4,2906.6,1533.3,1,1,14.2,544.24
GCP,europe-west2,n2-standard-2,2,8,10,691.4,1917.0,13993.5,1,0,8.1,2063.91
GCP,asia-southeast1,e2-standard-2,2,8,5,646.8,1210.7,9037.0,1,1,5.8,1194.59
GCP,us-central1,e2-medium,2,4,20,575.3,3245.0,10269.4,1,0,31.9,1528.72
AWS,ap-southeast-1,t3.large,2,8,10,343.2,146.1,14029.1,1,0,38.0,1617.47
GCP,us-central1,n2-standard-8,8,32,18,312.9,3173.4,3056.3,1,1,34.2,2708.48
AWS,ap-southeast-1,t3.medium,2,4,6,256.7,2861.6,12085.7,1,0,81.8,1454.25
Azure,southeastasia,D4s_v5,4,16,19,240.8,3531.0,18907.2,0,1,41.1,2925.71
AWS,us-east-1,m6i.large,2,8,3,728.4,3678.8,5079.3,0,1,49.6,952.88
Azure,uksouth,D16s_v5,16,64,19,626.1,3390.5,692.2,1,0,64.3,10546.45
AWS,us-east-1,m6i.xlarge,4,16,13,683.8,2036.3,10784.3,0,0,70.8,2835.0
AWS,us-east-1,m6i.large,2,8,13,433.8,2451.9,11513.5,1,1,46.2,1821.67
Azure,eastus,D8s_v5,8,32,11,368.6,1967.9,13274.5,0,1,16.6,2928.07
GCP,asia-southeast1,n2-standard-2,2,8,4,317.7,2422.5,10715.2,1,0,10.7,1312.5
GCP,europe-west2,e2-medium,2,4,7,341.2,2056.3,8525.1,0,1,46.3,986.63
Azure,eastus,B2ms,2,8,11,498.8,3646.6,7513.9,1,0,8.0,1415.78
GCP,us-central1,n2-standard-8,8,32,18,380.0,3458.9,738.8,1,1,13.5,3111.66
GCP,asia-southeast1,n2-standard-16,16,64,19,572.1,1258.3,4766.4,1,1,32.1,10056.1
AWS,us-east-1,m6i.4xlarge,16,64,20,564.7,1298.3,15635.7,0,1,82.0,9995.12
AWS,ap-southeast-1,t3.large,2,8,2,573.9,2993.6,1420.2,1,0,65.2,554.22
GCP,europe-west2,n2-standard-4,4,16,16,548.3,294.0,6683.0,0,0,71.8,2384.5
AWS,ap-southeast-1,m6i.xlarge,4,16,12,387.4,3342.1,18328.0,0,0,86.8,2793.71
Azure,uksouth,D2s_v5,2,8,4,453.8,3397.0,6500.8,1,1,17.9,1099.39
AWS,eu-west-2,m6i.2xlarge,8,32,2,434.4,2412.5,12152.8,1,0,16.0,1672.35
AWS,ap-southeast-1,t3.medium,2,4,9,468.8,1124.3,16557.4,0,0,41.0,1674.67
AWS,eu-west-2,m6i.2xlarge,8,32,19,595.9,3771.4,9070.0,1,0,63.8,5799.04
GCP,us-central1,e2-medium,2,4,10,282.0,3018.1,18136.2,1,0,22.9,1820.42
Azure,uksouth,D2s_v5,2,8,19,226.6,377.3,19174.5,1,1,46.3,2105.77
AWS,us-east-1,m6i.2xlarge,8,32,14,472.6,1587.7,13639.4,1,1,94.4,3936.27
GCP,europe-west2,e2-medium,2,4,12,477.1,3380.2,12017.3,1,1,21.5,1589.77
AWS,eu-west-2,m6i.xlarge,4,16,7,383.0,3629.8,7206.3,0,0,86.9,1529.95
GCP,europe-west2,n2-standard-4,4,16,16,364.4,3777.2,223.2,0,1,84.0,1570.19
GCP,us-central1,e2-standard-2,2,8,3,377.5,1313.2,2106.2,0,0,67.3,350.25
GCP,us-central1,n2-standard-8,8,32,17,434.8,655.9,13446.3,0,1,85.9,4103.01
Azure,uksouth,D4s_v5,4,16,3,694.4,698.5,7373.8,0,0,44.6,1131.25
AWS,eu-west-2,m6i.xlarge,4,16,19,553.1,671.0,3516.0,0,1,5.8,2592.82
AWS,ap-southeast-1,m6i.4xlarge,16,64,9,495.1,796.9,6712.8,0,0,29.9,4467.89
AWS,us-east-1,m6i.xlarge,4,16,2,389.0,931.9,17920.2,0,1,41.7,1722.43
AWS,us-east-1,m6i.2xlarge,8,32,19,660.4,3428.9,4861.5,1,0,17.9,5472.39
GCP,asia-southeast1,n2-standard-2,2,8,15,530.8,1719.2,16323.6,0,0,42.7,2215.35
Azure,uksouth,D16s_v5,16,64,20,283.0,1404.8,3422.3,0,1,41.5,5258.12
AWS,eu-west-2,t3.medium,2,4,3,504.9,3736.7,1431.9,1,1,66.4,593.78
Azure,southeastasia,D8s_v5,8,32,20,519.5,3643.1,2593.2,0,0,65.6,5211.8
AWS,us-east-1,t3.large,2,8,3,639.1,2547.9,15429.5,0,1,91.1,1752.3
AWS,us-east-1,t3.large,2,8,5,302.1,2223.4,5605.9,0,0,74.2,790.97
AWS,ap-southeast-1,m6i.4xlarge,16,64,20,614.9,3247.3,4095.0,0,1,26.2,11273.49
GCP,asia-southeast1,n2-standard-2,2,8,19,433.3,2602.5,6099.9,1,0,86.1,1652.43
GCP,us-central1,n2-standard-16,16,64,15,336.5,317.2,9773.9,0,1,23.9,4825.22
Azure,uksouth,D4s_v5,4,16,8,666.5,2338.5,18405.4,1,1,11.7,2952.66
AWS,eu-west-2,m6i.xlarge,4,16,4,198.5,1037.9,9812.5,1,1,45.6,1214.04
GCP,us-central1,e2-medium,2,4,15,448.4,3213.3,3415.7,0,1,42.1,771.23
GCP,us-central1,n2-standard-16,16,64,18,472.7,1159.9,14669.4,0,1,47.8,7738.12
Azure,uksouth,B2ms,2,8,5,212.4,2289.3,9924.1,1,1,61.0,1183.86
Azure,southeastasia,D8s_v5,8,32,3,391.2,324.5,7583.4,0,1,35.7,1231.92
GCP,europe-west2,n2-standard-8,8,32,12,740.6,2230.2,12723.5,1,0,56.4,4995.43
AWS,ap-southeast-1,m6i.xlarge,4,16,15,351.7,3739.9,3386.3,0,0,49.3,1764.52
Azure,eastus,B2ms,2,8,20,380.9,1470.0,9007.3,0,0,30.0,1515.95
Azure,eastus,D16s_v5,16,64,5,536.8,426.1,8471.5,0,0,51.6,2981.59
Azure,uksouth,B2ms,2,8,14,204.0,3956.6,6543.3,1,1,84.2,1197.65
GCP,europe-west2,e2-standard-2,2,8,5,584.1,3500.8,14285.3,1,1,80.5,1784.12
AWS,eu-west-2,m6i.4xlarge,16,64,20,538.3,444.3,5549.1,0,1,35.0,9411.98
GCP,us-central1,e2-standard-2,2,8,1,467.9,3979.1,8165.4,1,1,51.4,1081.75
GCP,asia-southeast1,e2-standard-2,2,8,8,404.8,1555.3,10943.8,1,1,30.7,1376.6
AWS,ap-southeast-1,m6i.xlarge,4,16,11,657.6,1019.7,18094.5,0,0,60.1,3093.88
GCP,europe-west2,n2-standard-4,4,16,4,400.1,3754.7,9029.1,0,0,34.9,1396.9
GCP,europe-west2,n2-standard-8,8,32,8,194.3,2783.7,16405.8,0,1,60.4,2186.24
Azure,uksouth,D16s_v5,16,64,11,387.7,2205.4,3867.9,0,1,48.8,4240.36
